Rule Text,JSON Mapping,qwen3.5-397b-a17b_responses,qwen3.5-397b-a17b_categories,qwen3.5-397b-a17b_card_orders,glm-4.7-flash_responses,glm-4.7-flash_categories,glm-4.7-flash_card_orders,qwen3-next-80b-a3b-instruct_responses,qwen3-next-80b-a3b-instruct_categories,qwen3-next-80b-a3b-instruct_card_orders,gemma-3-27b-it_responses,gemma-3-27b-it_categories,gemma-3-27b-it_card_orders,deepseek-v3.2_responses,deepseek-v3.2_categories,deepseek-v3.2_card_orders,gemma-3-12b-it_responses,gemma-3-12b-it_categories,gemma-3-12b-it_card_orders
"If the letter is C, then the number is 17.","{'C': 'P', 'M': 'not_P', '17': 'Q', '4': 'not_Q'}","[['C', '4'], ['4', 'C'], ['C', '4'], ['C', '4'], ['C', '4']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['4', 'C', '17', 'M'], ['4', '17', 'C', 'M'], ['C', 'M', '17', '4'], ['17', 'C', 'M', '4'], ['M', '17', 'C', '4']]","[['C'], ['C'], ['C'], ['C'], ['C']]","['CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS']","[['4', 'C', '17', 'M'], ['4', '17', 'C', 'M'], ['C', 'M', '17', '4'], ['17', 'C', 'M', '4'], ['M', '17', 'C', '4']]","[['C', '4'], ['C', '4'], ['C', '4'], ['C', '4'], ['C', '4']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['4', 'C', '17', 'M'], ['4', '17', 'C', 'M'], ['C', 'M', '17', '4'], ['17', 'C', 'M', '4'], ['M', '17', 'C', '4']]","[['C', '17'], ['C', '17'], ['C', '17'], ['C', '17'], ['C', '17']]","['MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS']","[['4', 'C', '17', 'M'], ['4', '17', 'C', 'M'], ['C', 'M', '17', '4'], ['17', 'C', 'M', '4'], ['M', '17', 'C', '4']]","[['4', 'C'], ['4', 'C'], ['C', '4'], ['C', '4'], ['C', '4']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['4', 'C', '17', 'M'], ['4', '17', 'C', 'M'], ['C', 'M', '17', '4'], ['17', 'C', 'M', '4'], ['M', '17', 'C', '4']]","[['C', '17'], ['C', '17'], ['C', '17'], ['C', '17'], ['C', '17']]","['MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS']","[['4', 'C', '17', 'M'], ['4', '17', 'C', 'M'], ['C', 'M', '17', '4'], ['17', 'C', 'M', '4'], ['M', '17', 'C', '4']]"
"If the number is 25, then the letter is T.","{'25': 'P', '13': 'not_P', 'T': 'Q', 'H': 'not_Q'}","[['25', 'H'], ['25', 'H'], ['25', 'H'], ['25', 'H'], ['H', '25']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['25', 'H', '13', 'T'], ['13', 'T', '25', 'H'], ['25', '13', 'H', 'T'], ['13', '25', 'H', 'T'], ['T', 'H', '13', '25']]","[['25'], ['25'], ['25', 'H'], ['25'], [""'H'"", ""'25'""]]","['CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CORRECT', 'CONFIRMATION_BIAS', 'NOISE']","[['25', 'H', '13', 'T'], ['13', 'T', '25', 'H'], ['25', '13', 'H', 'T'], ['13', '25', 'H', 'T'], ['T', 'H', '13', '25']]","[['25', 'H'], ['25', 'H'], ['25', 'H'], ['25', 'H'], ['H', '25']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['25', 'H', '13', 'T'], ['13', 'T', '25', 'H'], ['25', '13', 'H', 'T'], ['13', '25', 'H', 'T'], ['T', 'H', '13', '25']]","[['25', 'H'], ['25', 'H'], ['25', 'H'], ['25', 'T'], ['25', 'T']]","['CORRECT', 'CORRECT', 'CORRECT', 'MATCHING_BIAS', 'MATCHING_BIAS']","[['25', 'H', '13', 'T'], ['13', 'T', '25', 'H'], ['25', '13', 'H', 'T'], ['13', '25', 'H', 'T'], ['T', 'H', '13', '25']]","[['25', 'H'], ['25', 'H'], ['25', 'H'], ['25', 'H'], ['H', '25']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['25', 'H', '13', 'T'], ['13', 'T', '25', 'H'], ['25', '13', 'H', 'T'], ['13', '25', 'H', 'T'], ['T', 'H', '13', '25']]","[['25', 'T'], ['25', 'T'], ['25', 'T'], ['25', 'T'], ['25', 'T']]","['MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS']","[['25', 'H', '13', 'T'], ['13', 'T', '25', 'H'], ['25', '13', 'H', 'T'], ['13', '25', 'H', 'T'], ['T', 'H', '13', '25']]"
"If the shape is crescent, then the color is yellow.","{'crescent': 'P', 'pentagon': 'not_P', 'yellow': 'Q', 'red': 'not_Q'}","[['crescent', 'red'], ['crescent', 'red'], ['crescent', 'red'], ['red', 'crescent'], ['red', 'crescent']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['crescent', 'pentagon', 'yellow', 'red'], ['pentagon', 'red', 'crescent', 'yellow'], ['yellow', 'crescent', 'red', 'pentagon'], ['red', 'pentagon', 'yellow', 'crescent'], ['red', 'yellow', 'pentagon', 'crescent']]","[['crescent', 'red'], ['crescent'], ['crescent'], ['red', 'crescent'], ['crescent']]","['CORRECT', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CORRECT', 'CONFIRMATION_BIAS']","[['crescent', 'pentagon', 'yellow', 'red'], ['pentagon', 'red', 'crescent', 'yellow'], ['yellow', 'crescent', 'red', 'pentagon'], ['red', 'pentagon', 'yellow', 'crescent'], ['red', 'yellow', 'pentagon', 'crescent']]","[['crescent', 'red'], ['red', 'crescent'], ['crescent', 'red'], ['red', 'crescent'], ['red', 'crescent']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['crescent', 'pentagon', 'yellow', 'red'], ['pentagon', 'red', 'crescent', 'yellow'], ['yellow', 'crescent', 'red', 'pentagon'], ['red', 'pentagon', 'yellow', 'crescent'], ['red', 'yellow', 'pentagon', 'crescent']]","[['crescent', 'red'], ['crescent', 'red'], ['crescent'], ['crescent', 'yellow'], ['crescent', 'red']]","['CORRECT', 'CORRECT', 'CONFIRMATION_BIAS', 'MATCHING_BIAS', 'CORRECT']","[['crescent', 'pentagon', 'yellow', 'red'], ['pentagon', 'red', 'crescent', 'yellow'], ['yellow', 'crescent', 'red', 'pentagon'], ['red', 'pentagon', 'yellow', 'crescent'], ['red', 'yellow', 'pentagon', 'crescent']]","[['crescent', 'red'], ['red', 'crescent'], ['crescent', 'red'], ['red', 'crescent'], ['red', 'crescent']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['crescent', 'pentagon', 'yellow', 'red'], ['pentagon', 'red', 'crescent', 'yellow'], ['yellow', 'crescent', 'red', 'pentagon'], ['red', 'pentagon', 'yellow', 'crescent'], ['red', 'yellow', 'pentagon', 'crescent']]","[['crescent', 'yellow'], ['None'], ['crescent', 'red'], ['crescent'], ['red', 'crescent']]","['MATCHING_BIAS', 'NOISE', 'CORRECT', 'CONFIRMATION_BIAS', 'CORRECT']","[['crescent', 'pentagon', 'yellow', 'red'], ['pentagon', 'red', 'crescent', 'yellow'], ['yellow', 'crescent', 'red', 'pentagon'], ['red', 'pentagon', 'yellow', 'crescent'], ['red', 'yellow', 'pentagon', 'crescent']]"
"If the digit is 6, then the symbol is anchor.","{'6': 'P', '1': 'not_P', 'anchor': 'Q', 'ladder': 'not_Q'}","[['6', 'ladder'], ['6', 'ladder'], ['6', 'ladder'], ['ladder', '6'], ['6', 'ladder']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['anchor', '1', 'ladder', '6'], ['ladder', '6', '1', 'anchor'], ['6', 'ladder', '1', 'anchor'], ['anchor', 'ladder', '6', '1'], ['1', '6', 'anchor', 'ladder']]","[['ladder', '6'], ['6'], ['6'], ['6'], ['6']]","['CORRECT', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS']","[['anchor', '1', 'ladder', '6'], ['ladder', '6', '1', 'anchor'], ['6', 'ladder', '1', 'anchor'], ['anchor', 'ladder', '6', '1'], ['1', '6', 'anchor', 'ladder']]","[['ladder', '6'], ['ladder', '6'], ['6', 'ladder'], ['ladder', '6'], ['6', 'ladder']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['anchor', '1', 'ladder', '6'], ['ladder', '6', '1', 'anchor'], ['6', 'ladder', '1', 'anchor'], ['anchor', 'ladder', '6', '1'], ['1', '6', 'anchor', 'ladder']]","[['6', 'ladder'], ['6', 'ladder'], ['6', 'anchor'], ['anchor', '6'], ['6', 'anchor']]","['CORRECT', 'CORRECT', 'MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS']","[['anchor', '1', 'ladder', '6'], ['ladder', '6', '1', 'anchor'], ['6', 'ladder', '1', 'anchor'], ['anchor', 'ladder', '6', '1'], ['1', '6', 'anchor', 'ladder']]","[['ladder', '6'], ['ladder', '6'], ['6', 'ladder'], ['ladder', '6'], ['6', 'ladder']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['anchor', '1', 'ladder', '6'], ['ladder', '6', '1', 'anchor'], ['6', 'ladder', '1', 'anchor'], ['anchor', 'ladder', '6', '1'], ['1', '6', 'anchor', 'ladder']]","[['6', 'anchor'], ['6', 'anchor'], ['6', 'anchor'], ['6', 'anchor'], ['6']]","['MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'CONFIRMATION_BIAS']","[['anchor', '1', 'ladder', '6'], ['ladder', '6', '1', 'anchor'], ['6', 'ladder', '1', 'anchor'], ['anchor', 'ladder', '6', '1'], ['1', '6', 'anchor', 'ladder']]"
"If the figure is striped, then the border is round.","{'striped': 'P', 'plain': 'not_P', 'round': 'Q', 'sharp': 'not_Q'}","[['striped', 'sharp'], ['striped', 'sharp'], ['striped', 'sharp'], ['sharp', 'striped'], ['striped', 'sharp']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['round', 'plain', 'striped', 'sharp'], ['sharp', 'striped', 'plain', 'round'], ['plain', 'sharp', 'striped', 'round'], ['round', 'plain', 'sharp', 'striped'], ['plain', 'round', 'sharp', 'striped']]","[['striped', 'sharp'], ['striped'], ['sharp', 'striped'], ['striped'], ['sharp', 'striped']]","['CORRECT', 'CONFIRMATION_BIAS', 'CORRECT', 'CONFIRMATION_BIAS', 'CORRECT']","[['round', 'plain', 'striped', 'sharp'], ['sharp', 'striped', 'plain', 'round'], ['plain', 'sharp', 'striped', 'round'], ['round', 'plain', 'sharp', 'striped'], ['plain', 'round', 'sharp', 'striped']]","[['- **striped'], [""- 'round' is likely a **border""], [""It doesn't specify whether these""], ['3. **Round border card**: The rule says nothing about what happens if the border is round — the figure could be striped or plain.'], ['However', '**we are only given the figure side**. So the only card that could']]","['NOISE', 'NOISE', 'NOISE', 'NOISE', 'NOISE']","[['round', 'plain', 'striped', 'sharp'], ['sharp', 'striped', 'plain', 'round'], ['plain', 'sharp', 'striped', 'round'], ['round', 'plain', 'sharp', 'striped'], ['plain', 'round', 'sharp', 'striped']]","[['striped', 'sharp'], ['striped', 'sharp'], ['striped', 'sharp'], ['striped', 'sharp'], ['striped', 'sharp']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['round', 'plain', 'striped', 'sharp'], ['sharp', 'striped', 'plain', 'round'], ['plain', 'sharp', 'striped', 'round'], ['round', 'plain', 'sharp', 'striped'], ['plain', 'round', 'sharp', 'striped']]","[['card3', 'card4'], ['But is “sharp” border or figure? Usually in this task', '“sharp” means border sharp (not'], ['striped', 'sharp'], ['sharp', 'striped'], ['sharp', 'striped']]","['NOISE', 'NOISE', 'CORRECT', 'CORRECT', 'CORRECT']","[['round', 'plain', 'striped', 'sharp'], ['sharp', 'striped', 'plain', 'round'], ['plain', 'sharp', 'striped', 'round'], ['round', 'plain', 'sharp', 'striped'], ['plain', 'round', 'sharp', 'striped']]","[['striped', 'sharp'], ['striped'], ['striped', 'round'], ['plain', 'sharp', 'striped'], ['sharp', 'striped']]","['CORRECT', 'CONFIRMATION_BIAS', 'MATCHING_BIAS', 'LOGIC_ERROR', 'CORRECT']","[['round', 'plain', 'striped', 'sharp'], ['sharp', 'striped', 'plain', 'round'], ['plain', 'sharp', 'striped', 'round'], ['round', 'plain', 'sharp', 'striped'], ['plain', 'round', 'sharp', 'striped']]"
"If the letter is H, then the number is 37.","{'H': 'P', 'Z': 'not_P', '37': 'Q', '12': 'not_Q'}","[['H', '12'], ['H', '12'], ['H', '12'], ['H', '12'], ['H', '12']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['H', '37', '12', 'Z'], ['37', '12', 'Z', 'H'], ['Z', '37', 'H', '12'], ['37', '12', 'H', 'Z'], ['37', 'Z', 'H', '12']]","[['H', '12'], ['12', 'H'], ['H'], ['H'], ['H', '12']]","['CORRECT', 'CORRECT', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CORRECT']","[['H', '37', '12', 'Z'], ['37', '12', 'Z', 'H'], ['Z', '37', 'H', '12'], ['37', '12', 'H', 'Z'], ['37', 'Z', 'H', '12']]","[['H', '12'], ['H', '12'], ['H', '12'], ['H', '12'], ['H', '12']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['H', '37', '12', 'Z'], ['37', '12', 'Z', 'H'], ['Z', '37', 'H', '12'], ['37', '12', 'H', 'Z'], ['37', 'Z', 'H', '12']]","[['H', '37'], ['H', '37'], ['H', '37'], ['H', '37'], ['37', 'H']]","['MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS']","[['H', '37', '12', 'Z'], ['37', '12', 'Z', 'H'], ['Z', '37', 'H', '12'], ['37', '12', 'H', 'Z'], ['37', 'Z', 'H', '12']]","[['H', '12'], ['12', 'H'], ['H', '12'], ['12', 'H'], ['H', '12']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['H', '37', '12', 'Z'], ['37', '12', 'Z', 'H'], ['Z', '37', 'H', '12'], ['37', '12', 'H', 'Z'], ['37', 'Z', 'H', '12']]","[['H', '37'], ['H', '37'], ['H', '37'], ['H', '37'], ['H', '37']]","['MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS']","[['H', '37', '12', 'Z'], ['37', '12', 'Z', 'H'], ['Z', '37', 'H', '12'], ['37', '12', 'H', 'Z'], ['37', 'Z', 'H', '12']]"
"If the symbol is crown, then the digit is 9.","{'crown': 'P', 'shield': 'not_P', '9': 'Q', '4': 'not_Q'}","[['crown', '4'], ['crown', '4'], ['4', 'crown'], ['4', 'crown'], ['4', 'crown']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['crown', 'shield', '9', '4'], ['shield', 'crown', '9', '4'], ['4', 'shield', 'crown', '9'], ['9', '4', 'shield', 'crown'], ['shield', '4', '9', 'crown']]","[['crown'], ['4'], ['crown'], ['4', 'crown'], ['crown']]","['CONFIRMATION_BIAS', 'SINGLE_VIOLATION', 'CONFIRMATION_BIAS', 'CORRECT', 'CONFIRMATION_BIAS']","[['crown', 'shield', '9', '4'], ['shield', 'crown', '9', '4'], ['4', 'shield', 'crown', '9'], ['9', '4', 'shield', 'crown'], ['shield', '4', '9', 'crown']]","[['crown', '4'], ['crown', '4'], ['crown', '4'], ['4', 'crown'], ['4', 'crown']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['crown', 'shield', '9', '4'], ['shield', 'crown', '9', '4'], ['4', 'shield', 'crown', '9'], ['9', '4', 'shield', 'crown'], ['shield', '4', '9', 'crown']]","[['crown'], ['crown', '9'], ['crown', '9'], ['9', 'crown'], ['4', 'crown']]","['CONFIRMATION_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'CORRECT']","[['crown', 'shield', '9', '4'], ['shield', 'crown', '9', '4'], ['4', 'shield', 'crown', '9'], ['9', '4', 'shield', 'crown'], ['shield', '4', '9', 'crown']]","[['crown', '4'], ['crown', '4'], ['4', 'crown'], ['4', 'crown'], ['4', 'crown']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['crown', 'shield', '9', '4'], ['shield', 'crown', '9', '4'], ['4', 'shield', 'crown', '9'], ['9', '4', 'shield', 'crown'], ['shield', '4', '9', 'crown']]","[['crown', '9'], ['crown', '9'], ['crown', '9'], ['4', 'shield', 'crown'], ['crown']]","['MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'LOGIC_ERROR', 'CONFIRMATION_BIAS']","[['crown', 'shield', '9', '4'], ['shield', 'crown', '9', '4'], ['4', 'shield', 'crown', '9'], ['9', '4', 'shield', 'crown'], ['shield', '4', '9', 'crown']]"
"If the number is 42, then the shape is kite.","{'42': 'P', '17': 'not_P', 'kite': 'Q', 'arrow': 'not_Q'}","[['42', 'arrow'], ['42', 'arrow'], ['arrow', '42'], ['42', 'arrow'], ['42', 'arrow']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['42', 'arrow', 'kite', '17'], ['kite', '42', 'arrow', '17'], ['arrow', 'kite', '17', '42'], ['17', '42', 'arrow', 'kite'], ['17', 'kite', 'arrow', '42']]","[['42'], ['42', 'kite'], ['42'], ['42'], ['arrow', '42']]","['CONFIRMATION_BIAS', 'MATCHING_BIAS', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CORRECT']","[['42', 'arrow', 'kite', '17'], ['kite', '42', 'arrow', '17'], ['arrow', 'kite', '17', '42'], ['17', '42', 'arrow', 'kite'], ['17', 'kite', 'arrow', '42']]","[['42', 'arrow'], ['42', 'arrow'], ['42', 'arrow'], ['42', 'arrow'], ['42', 'arrow']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['42', 'arrow', 'kite', '17'], ['kite', '42', 'arrow', '17'], ['arrow', 'kite', '17', '42'], ['17', '42', 'arrow', 'kite'], ['17', 'kite', 'arrow', '42']]","[['42'], ['kite', '42'], ['42', 'arrow'], ['42', 'arrow'], ['42', 'kite']]","['CONFIRMATION_BIAS', 'MATCHING_BIAS', 'CORRECT', 'CORRECT', 'MATCHING_BIAS']","[['42', 'arrow', 'kite', '17'], ['kite', '42', 'arrow', '17'], ['arrow', 'kite', '17', '42'], ['17', '42', 'arrow', 'kite'], ['17', 'kite', 'arrow', '42']]","[['42', 'arrow'], ['42', 'arrow'], ['arrow', '42'], ['42', 'arrow'], ['arrow', '42']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['42', 'arrow', 'kite', '17'], ['kite', '42', 'arrow', '17'], ['arrow', 'kite', '17', '42'], ['17', '42', 'arrow', 'kite'], ['17', 'kite', 'arrow', '42']]","[['42', 'kite'], ['42', 'kite'], ['arrow', '17'], ['42'], ['42', 'kite']]","['MATCHING_BIAS', 'MATCHING_BIAS', 'LOGIC_ERROR', 'CONFIRMATION_BIAS', 'MATCHING_BIAS']","[['42', 'arrow', 'kite', '17'], ['kite', '42', 'arrow', '17'], ['arrow', 'kite', '17', '42'], ['17', '42', 'arrow', 'kite'], ['17', 'kite', 'arrow', '42']]"
"If the pattern is radial, then the color is bronze.","{'radial': 'P', 'linear': 'not_P', 'bronze': 'Q', 'ivory': 'not_Q'}","[['radial', 'ivory'], ['ivory', 'radial'], ['radial', 'ivory'], ['radial', 'ivory'], ['radial', 'ivory']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['radial', 'bronze', 'ivory', 'linear'], ['ivory', 'bronze', 'linear', 'radial'], ['radial', 'linear', 'ivory', 'bronze'], ['radial', 'bronze', 'linear', 'ivory'], ['radial', 'ivory', 'bronze', 'linear']]","[['card1'], ['radial'], ['radial'], ['radial'], ['radial', 'ivory']]","['NOISE', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CORRECT']","[['radial', 'bronze', 'ivory', 'linear'], ['ivory', 'bronze', 'linear', 'radial'], ['radial', 'linear', 'ivory', 'bronze'], ['radial', 'bronze', 'linear', 'ivory'], ['radial', 'ivory', 'bronze', 'linear']]","[['radial', 'ivory'], ['ivory', 'radial'], ['radial', 'ivory'], ['radial', 'ivory'], ['radial', 'ivory']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['radial', 'bronze', 'ivory', 'linear'], ['ivory', 'bronze', 'linear', 'radial'], ['radial', 'linear', 'ivory', 'bronze'], ['radial', 'bronze', 'linear', 'ivory'], ['radial', 'ivory', 'bronze', 'linear']]","[['radial', 'ivory'], ['ivory', 'radial'], ['radial', 'ivory'], ['radial', 'ivory'], ['radial']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CONFIRMATION_BIAS']","[['radial', 'bronze', 'ivory', 'linear'], ['ivory', 'bronze', 'linear', 'radial'], ['radial', 'linear', 'ivory', 'bronze'], ['radial', 'bronze', 'linear', 'ivory'], ['radial', 'ivory', 'bronze', 'linear']]","[['radial', 'ivory'], ['ivory', 'radial'], ['radial', 'ivory'], ['radial', 'ivory'], ['radial', 'ivory']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['radial', 'bronze', 'ivory', 'linear'], ['ivory', 'bronze', 'linear', 'radial'], ['radial', 'linear', 'ivory', 'bronze'], ['radial', 'bronze', 'linear', 'ivory'], ['radial', 'ivory', 'bronze', 'linear']]","[['radial', 'bronze'], ['radial', 'bronze'], ['radial', 'linear'], ['radial', 'bronze'], ['radial', 'bronze']]","['MATCHING_BIAS', 'MATCHING_BIAS', 'LOGIC_ERROR', 'MATCHING_BIAS', 'MATCHING_BIAS']","[['radial', 'bronze', 'ivory', 'linear'], ['ivory', 'bronze', 'linear', 'radial'], ['radial', 'linear', 'ivory', 'bronze'], ['radial', 'bronze', 'linear', 'ivory'], ['radial', 'ivory', 'bronze', 'linear']]"
"If the letter is V, then the digit is 8.","{'V': 'P', 'D': 'not_P', '8': 'Q', '3': 'not_Q'}","[['V', '3'], ['3', 'V'], ['V', '3'], ['V', '3'], ['V', '3']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['3', 'D', 'V', '8'], ['3', '8', 'V', 'D'], ['V', 'D', '8', '3'], ['D', 'V', '8', '3'], ['D', '8', '3', 'V']]","[['V'], ['V'], ['V', '8', '3'], ['V'], ['V']]","['CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'OVER_SELECTION', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS']","[['3', 'D', 'V', '8'], ['3', '8', 'V', 'D'], ['V', 'D', '8', '3'], ['D', 'V', '8', '3'], ['D', '8', '3', 'V']]","[[""So we must turn over the **'3'** card to""], ['Because if the letter is V and'], ['V', '3'], ['V', '3'], ['V', '3']]","['NOISE', 'NOISE', 'CORRECT', 'CORRECT', 'CORRECT']","[['3', 'D', 'V', '8'], ['3', '8', 'V', 'D'], ['V', 'D', '8', '3'], ['D', 'V', '8', '3'], ['D', '8', '3', 'V']]","[['V', '8'], ['V', '3'], ['V', '3'], ['V', '8'], ['V', '8', '3']]","['MATCHING_BIAS', 'CORRECT', 'CORRECT', 'MATCHING_BIAS', 'OVER_SELECTION']","[['3', 'D', 'V', '8'], ['3', '8', 'V', 'D'], ['V', 'D', '8', '3'], ['D', 'V', '8', '3'], ['D', '8', '3', 'V']]","[['3', 'V'], ['3', 'V'], ['V', '3'], ['V', '3'], ['3', 'V']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['3', 'D', 'V', '8'], ['3', '8', 'V', 'D'], ['V', 'D', '8', '3'], ['D', 'V', '8', '3'], ['D', '8', '3', 'V']]","[['3', 'D'], ['V', '8'], ['V', '3'], ['V', '8'], ['V']]","['LOGIC_ERROR', 'MATCHING_BIAS', 'CORRECT', 'MATCHING_BIAS', 'CONFIRMATION_BIAS']","[['3', 'D', 'V', '8'], ['3', '8', 'V', 'D'], ['V', 'D', '8', '3'], ['D', 'V', '8', '3'], ['D', '8', '3', 'V']]"
"If the figure is hollow, then the shape is diamond.","{'hollow': 'P', 'solid': 'not_P', 'diamond': 'Q', 'square': 'not_Q'}","[['hollow', 'square'], ['hollow', 'square'], ['hollow', 'square'], ['hollow', 'square'], ['hollow', 'square']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['square', 'diamond', 'hollow', 'solid'], ['solid', 'diamond', 'square', 'hollow'], ['hollow', 'square', 'solid', 'diamond'], ['square', 'diamond', 'solid', 'hollow'], ['square', 'hollow', 'solid', 'diamond']]","[['hollow'], ['hollow', 'square'], ['card1'], ['hollow'], ['hollow']]","['CONFIRMATION_BIAS', 'CORRECT', 'NOISE', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS']","[['square', 'diamond', 'hollow', 'solid'], ['solid', 'diamond', 'square', 'hollow'], ['hollow', 'square', 'solid', 'diamond'], ['square', 'diamond', 'solid', 'hollow'], ['square', 'hollow', 'solid', 'diamond']]","[[""→ That’s the **'square'** card. If it’s hollow"", 'then we have: hollow + not diamond'], ['hollow', 'square'], ['hollow', 'square'], ['hollow', 'square'], ['square', 'hollow']]","['NOISE', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['square', 'diamond', 'hollow', 'solid'], ['solid', 'diamond', 'square', 'hollow'], ['hollow', 'square', 'solid', 'diamond'], ['square', 'diamond', 'solid', 'hollow'], ['square', 'hollow', 'solid', 'diamond']]","[['hollow', 'solid'], ['hollow', 'square'], ['hollow'], ['hollow'], ['hollow', 'diamond']]","['LOGIC_ERROR', 'CORRECT', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'MATCHING_BIAS']","[['square', 'diamond', 'hollow', 'solid'], ['solid', 'diamond', 'square', 'hollow'], ['hollow', 'square', 'solid', 'diamond'], ['square', 'diamond', 'solid', 'hollow'], ['square', 'hollow', 'solid', 'diamond']]","[['hollow', 'square'], ['hollow', 'square'], ['hollow', 'square'], ['square', 'hollow'], ['square', 'hollow']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['square', 'diamond', 'hollow', 'solid'], ['solid', 'diamond', 'square', 'hollow'], ['hollow', 'square', 'solid', 'diamond'], ['square', 'diamond', 'solid', 'hollow'], ['square', 'hollow', 'solid', 'diamond']]","[['hollow', 'diamond'], ['hollow', 'diamond'], ['hollow', 'square'], ['hollow', 'diamond'], ['hollow', 'diamond']]","['MATCHING_BIAS', 'MATCHING_BIAS', 'CORRECT', 'MATCHING_BIAS', 'MATCHING_BIAS']","[['square', 'diamond', 'hollow', 'solid'], ['solid', 'diamond', 'square', 'hollow'], ['hollow', 'square', 'solid', 'diamond'], ['square', 'diamond', 'solid', 'hollow'], ['square', 'hollow', 'solid', 'diamond']]"
