Rule Text,JSON Mapping,qwen3.5-397b-a17b_responses,qwen3.5-397b-a17b_categories,qwen3.5-397b-a17b_card_orders,glm-4.7-flash_responses,glm-4.7-flash_categories,glm-4.7-flash_card_orders,qwen3-next-80b-a3b-instruct_responses,qwen3-next-80b-a3b-instruct_categories,qwen3-next-80b-a3b-instruct_card_orders,gemma-3-27b-it_responses,gemma-3-27b-it_categories,gemma-3-27b-it_card_orders,deepseek-v3.2_responses,deepseek-v3.2_categories,deepseek-v3.2_card_orders,gemma-3-12b-it_responses,gemma-3-12b-it_categories,gemma-3-12b-it_card_orders
"If the letter is G, then the shape is cylinder.","{'G': 'P', 'B': 'not_P', 'cylinder': 'Q', 'cone': 'not_Q'}","[['G', 'cone'], ['G', 'cone'], ['G', 'cone'], ['G', 'cone'], ['G', 'cone']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['G', 'B', 'cone', 'cylinder'], ['cone', 'G', 'B', 'cylinder'], ['cone', 'G', 'cylinder', 'B'], ['cylinder', 'G', 'cone', 'B'], ['B', 'cone', 'G', 'cylinder']]","[['G', 'cone'], ['G', 'cone'], ['G', 'cone'], ['G', 'cone'], ['cone', 'G']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['G', 'B', 'cone', 'cylinder'], ['cone', 'G', 'B', 'cylinder'], ['cone', 'G', 'cylinder', 'B'], ['cylinder', 'G', 'cone', 'B'], ['B', 'cone', 'G', 'cylinder']]","[['G', 'cone'], ['G', 'cone'], ['G', 'cone'], ['G', 'cone'], ['G', 'cone']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['G', 'B', 'cone', 'cylinder'], ['cone', 'G', 'B', 'cylinder'], ['cone', 'G', 'cylinder', 'B'], ['cylinder', 'G', 'cone', 'B'], ['B', 'cone', 'G', 'cylinder']]","[['G', 'cylinder'], ['G', 'cone'], ['G', 'cone'], ['G', 'cylinder'], ['B', 'G']]","['MATCHING_BIAS', 'CORRECT', 'CORRECT', 'MATCHING_BIAS', 'LOGIC_ERROR']","[['G', 'B', 'cone', 'cylinder'], ['cone', 'G', 'B', 'cylinder'], ['cone', 'G', 'cylinder', 'B'], ['cylinder', 'G', 'cone', 'B'], ['B', 'cone', 'G', 'cylinder']]","[['G', 'cone'], ['G', 'cone'], ['G', 'cone'], ['cylinder', 'G'], ['G', 'cone']]","['CORRECT', 'CORRECT', 'CORRECT', 'MATCHING_BIAS', 'CORRECT']","[['G', 'B', 'cone', 'cylinder'], ['cone', 'G', 'B', 'cylinder'], ['cone', 'G', 'cylinder', 'B'], ['cylinder', 'G', 'cone', 'B'], ['B', 'cone', 'G', 'cylinder']]","[['G', 'cone', 'cylinder'], ['G', 'cone', 'cylinder'], ['G', 'cylinder'], ['G', 'cone', 'B'], ['B', 'cone']]","['OVER_SELECTION', 'OVER_SELECTION', 'MATCHING_BIAS', 'LOGIC_ERROR', 'LOGIC_ERROR']","[['G', 'B', 'cone', 'cylinder'], ['cone', 'G', 'B', 'cylinder'], ['cone', 'G', 'cylinder', 'B'], ['cylinder', 'G', 'cone', 'B'], ['B', 'cone', 'G', 'cylinder']]"
"If the card has a shadow, then the number is 18.","{'shadow': 'P', 'no_shadow': 'not_P', '18': 'Q', '13': 'not_Q'}","[['shadow', '13'], ['shadow', '13'], ['18', 'shadow'], ['no_shadow', '13'], ['no_shadow', '13']]","['CORRECT', 'CORRECT', 'MATCHING_BIAS', 'LOGIC_ERROR', 'LOGIC_ERROR']","[['no_shadow', '13', '18', 'shadow'], ['shadow', 'no_shadow', '13', '18'], ['13', '18', 'no_shadow', 'shadow'], ['no_shadow', '18', 'shadow', '13'], ['no_shadow', '13', 'shadow', '18']]","[['no_shadow', '13'], ['shadow', '18'], ['shadow'], ['no_shadow', '13'], ['shadow', '13']]","['LOGIC_ERROR', 'MATCHING_BIAS', 'CONFIRMATION_BIAS', 'LOGIC_ERROR', 'CORRECT']","[['no_shadow', '13', '18', 'shadow'], ['shadow', 'no_shadow', '13', '18'], ['13', '18', 'no_shadow', 'shadow'], ['no_shadow', '18', 'shadow', '13'], ['no_shadow', '13', 'shadow', '18']]","[['shadow', '13'], ['shadow', '13'], [""'13'"", ""'shadow'""], ['shadow', '13'], ['shadow', '13']]","['CORRECT', 'CORRECT', 'NOISE', 'CORRECT', 'CORRECT']","[['no_shadow', '13', '18', 'shadow'], ['shadow', 'no_shadow', '13', '18'], ['13', '18', 'no_shadow', 'shadow'], ['no_shadow', '18', 'shadow', '13'], ['no_shadow', '13', 'shadow', '18']]","[['no_shadow', 'shadow'], ['shadow', 'no_shadow'], ['13', 'no_shadow'], ['no_shadow', 'shadow'], ['no_shadow', 'shadow']]","['LOGIC_ERROR', 'LOGIC_ERROR', 'LOGIC_ERROR', 'LOGIC_ERROR', 'LOGIC_ERROR']","[['no_shadow', '13', '18', 'shadow'], ['shadow', 'no_shadow', '13', '18'], ['13', '18', 'no_shadow', 'shadow'], ['no_shadow', '18', 'shadow', '13'], ['no_shadow', '13', 'shadow', '18']]","[['no_shadow', 'shadow', '13'], ['shadow', '13'], ['13', 'shadow'], ['shadow', '13'], ['shadow', '13']]","['LOGIC_ERROR', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['no_shadow', '13', '18', 'shadow'], ['shadow', 'no_shadow', '13', '18'], ['13', '18', 'no_shadow', 'shadow'], ['no_shadow', '18', 'shadow', '13'], ['no_shadow', '13', 'shadow', '18']]","[['13', 'shadow'], ['shadow', '13'], ['13', 'no_shadow', 'shadow'], ['18', 'shadow'], ['13', 'no_shadow']]","['CORRECT', 'CORRECT', 'LOGIC_ERROR', 'MATCHING_BIAS', 'LOGIC_ERROR']","[['no_shadow', '13', '18', 'shadow'], ['shadow', 'no_shadow', '13', '18'], ['13', '18', 'no_shadow', 'shadow'], ['no_shadow', '18', 'shadow', '13'], ['no_shadow', '13', 'shadow', '18']]"
"If the letter is C, then the number is 17.","{'C': 'P', 'M': 'not_P', '17': 'Q', '4': 'not_Q'}","[['C', '4'], ['4', 'C'], ['C', '4'], ['C', '4'], ['C', '4']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['4', 'C', '17', 'M'], ['4', '17', 'C', 'M'], ['C', 'M', '17', '4'], ['17', 'C', 'M', '4'], ['M', '17', 'C', '4']]","[['C', '17'], ['C', '4'], ['C', '17'], ['C'], ['C']]","['MATCHING_BIAS', 'CORRECT', 'MATCHING_BIAS', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS']","[['4', 'C', '17', 'M'], ['4', '17', 'C', 'M'], ['C', 'M', '17', '4'], ['17', 'C', 'M', '4'], ['M', '17', 'C', '4']]","[['C', '4'], ['C', '4'], ['C', '4'], ['C', '4'], ['C', '4']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['4', 'C', '17', 'M'], ['4', '17', 'C', 'M'], ['C', 'M', '17', '4'], ['17', 'C', 'M', '4'], ['M', '17', 'C', '4']]","[['C', '4'], ['4', 'C'], ['C', '17'], ['C', '17'], ['C', '4']]","['CORRECT', 'CORRECT', 'MATCHING_BIAS', 'MATCHING_BIAS', 'CORRECT']","[['4', 'C', '17', 'M'], ['4', '17', 'C', 'M'], ['C', 'M', '17', '4'], ['17', 'C', 'M', '4'], ['M', '17', 'C', '4']]","[['C', '4'], ['C', '4'], ['C', '4'], ['C', '4'], ['C', '4']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['4', 'C', '17', 'M'], ['4', '17', 'C', 'M'], ['C', 'M', '17', '4'], ['17', 'C', 'M', '4'], ['M', '17', 'C', '4']]","[['C', '17'], ['C', '17'], ['C', '17'], ['C', '17'], ['M', 'C', '4']]","['MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'LOGIC_ERROR']","[['4', 'C', '17', 'M'], ['4', '17', 'C', 'M'], ['C', 'M', '17', '4'], ['17', 'C', 'M', '4'], ['M', '17', 'C', '4']]"
"If the number is 25, then the letter is T.","{'25': 'P', '13': 'not_P', 'T': 'Q', 'H': 'not_Q'}","[['25', 'H'], ['13', '25'], ['25', 'H'], ['25', 'H'], ['H', '25']]","['CORRECT', 'LOGIC_ERROR', 'CORRECT', 'CORRECT', 'CORRECT']","[['25', 'H', '13', 'T'], ['13', 'T', '25', 'H'], ['25', '13', 'H', 'T'], ['13', '25', 'H', 'T'], ['T', 'H', '13', '25']]","[['25', 'H'], ['13', '25'], ['25'], ['25'], ['T', '25']]","['CORRECT', 'LOGIC_ERROR', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'MATCHING_BIAS']","[['25', 'H', '13', 'T'], ['13', 'T', '25', 'H'], ['25', '13', 'H', 'T'], ['13', '25', 'H', 'T'], ['T', 'H', '13', '25']]","[['25', 'H'], [""'25'"", ""'H'""], ['25', 'H'], ['25', 'H'], ['T', '25']]","['CORRECT', 'NOISE', 'CORRECT', 'CORRECT', 'MATCHING_BIAS']","[['25', 'H', '13', 'T'], ['13', 'T', '25', 'H'], ['25', '13', 'H', 'T'], ['13', '25', 'H', 'T'], ['T', 'H', '13', '25']]","[['25', 'T'], ['13', '25'], ['25', 'H'], ['25', 'H'], ['25', 'T']]","['MATCHING_BIAS', 'LOGIC_ERROR', 'CORRECT', 'CORRECT', 'MATCHING_BIAS']","[['25', 'H', '13', 'T'], ['13', 'T', '25', 'H'], ['25', '13', 'H', 'T'], ['13', '25', 'H', 'T'], ['T', 'H', '13', '25']]","[['25', 'H'], ['25', 'T'], ['25'], ['25', 'H'], ['25', '13']]","['CORRECT', 'MATCHING_BIAS', 'CONFIRMATION_BIAS', 'CORRECT', 'LOGIC_ERROR']","[['25', 'H', '13', 'T'], ['13', 'T', '25', 'H'], ['25', '13', 'H', 'T'], ['13', '25', 'H', 'T'], ['T', 'H', '13', '25']]","[['25', 'H', '13', 'T'], ['13', '25', 'T', 'H'], ['25', 'H', 'T'], ['13', 'H'], ['25', 'T']]","['ALL_CARDS', 'ALL_CARDS', 'OVER_SELECTION', 'LOGIC_ERROR', 'MATCHING_BIAS']","[['25', 'H', '13', 'T'], ['13', 'T', '25', 'H'], ['25', '13', 'H', 'T'], ['13', '25', 'H', 'T'], ['T', 'H', '13', '25']]"
"If the shape is crescent, then the color is yellow.","{'crescent': 'P', 'pentagon': 'not_P', 'yellow': 'Q', 'red': 'not_Q'}","[['crescent', 'red'], ['crescent', 'red'], ['crescent', 'red'], ['yellow', 'crescent'], ['red', 'crescent']]","['CORRECT', 'CORRECT', 'CORRECT', 'MATCHING_BIAS', 'CORRECT']","[['crescent', 'pentagon', 'yellow', 'red'], ['pentagon', 'red', 'crescent', 'yellow'], ['yellow', 'crescent', 'red', 'pentagon'], ['red', 'pentagon', 'yellow', 'crescent'], ['red', 'yellow', 'pentagon', 'crescent']]","[['crescent'], ['crescent', 'red'], ['crescent'], ['crescent'], ['crescent']]","['CONFIRMATION_BIAS', 'CORRECT', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS']","[['crescent', 'pentagon', 'yellow', 'red'], ['pentagon', 'red', 'crescent', 'yellow'], ['yellow', 'crescent', 'red', 'pentagon'], ['red', 'pentagon', 'yellow', 'crescent'], ['red', 'yellow', 'pentagon', 'crescent']]","[['crescent', 'red'], ['crescent', 'red'], ['crescent', 'red'], ['crescent', 'red'], ['crescent', 'red']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['crescent', 'pentagon', 'yellow', 'red'], ['pentagon', 'red', 'crescent', 'yellow'], ['yellow', 'crescent', 'red', 'pentagon'], ['red', 'pentagon', 'yellow', 'crescent'], ['red', 'yellow', 'pentagon', 'crescent']]","[['crescent', 'red'], ['crescent', 'yellow'], ['yellow', 'crescent'], ['red', 'crescent'], ['red', 'crescent']]","['CORRECT', 'MATCHING_BIAS', 'MATCHING_BIAS', 'CORRECT', 'CORRECT']","[['crescent', 'pentagon', 'yellow', 'red'], ['pentagon', 'red', 'crescent', 'yellow'], ['yellow', 'crescent', 'red', 'pentagon'], ['red', 'pentagon', 'yellow', 'crescent'], ['red', 'yellow', 'pentagon', 'crescent']]","[['crescent', 'red'], ['crescent', 'red'], ['crescent', 'red'], ['crescent', 'red'], ['crescent', 'red']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['crescent', 'pentagon', 'yellow', 'red'], ['pentagon', 'red', 'crescent', 'yellow'], ['yellow', 'crescent', 'red', 'pentagon'], ['red', 'pentagon', 'yellow', 'crescent'], ['red', 'yellow', 'pentagon', 'crescent']]","[['crescent', 'pentagon', 'red'], ['pentagon', 'red'], ['red', 'pentagon'], ['red', 'pentagon'], ['red', 'pentagon']]","['LOGIC_ERROR', 'LOGIC_ERROR', 'LOGIC_ERROR', 'LOGIC_ERROR', 'LOGIC_ERROR']","[['crescent', 'pentagon', 'yellow', 'red'], ['pentagon', 'red', 'crescent', 'yellow'], ['yellow', 'crescent', 'red', 'pentagon'], ['red', 'pentagon', 'yellow', 'crescent'], ['red', 'yellow', 'pentagon', 'crescent']]"
"If the digit is 6, then the symbol is anchor.","{'6': 'P', '1': 'not_P', 'anchor': 'Q', 'ladder': 'not_Q'}","[['1', '6'], ['6', 'ladder'], ['6', 'ladder'], ['ladder', '6'], ['6', 'ladder']]","['LOGIC_ERROR', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['anchor', '1', 'ladder', '6'], ['ladder', '6', '1', 'anchor'], ['6', 'ladder', '1', 'anchor'], ['anchor', 'ladder', '6', '1'], ['1', '6', 'anchor', 'ladder']]","[['6'], ['6', '1'], ['6', 'ladder'], ['6', '1'], ['6']]","['CONFIRMATION_BIAS', 'LOGIC_ERROR', 'CORRECT', 'LOGIC_ERROR', 'CONFIRMATION_BIAS']","[['anchor', '1', 'ladder', '6'], ['ladder', '6', '1', 'anchor'], ['6', 'ladder', '1', 'anchor'], ['anchor', 'ladder', '6', '1'], ['1', '6', 'anchor', 'ladder']]","[['anchor', '6'], ['6', 'ladder'], [""'6'"", ""'ladder'""], ['anchor', '6'], [""'6'"", ""'ladder'""]]","['MATCHING_BIAS', 'CORRECT', 'NOISE', 'MATCHING_BIAS', 'NOISE']","[['anchor', '1', 'ladder', '6'], ['ladder', '6', '1', 'anchor'], ['6', 'ladder', '1', 'anchor'], ['anchor', 'ladder', '6', '1'], ['1', '6', 'anchor', 'ladder']]","[['6', 'anchor'], ['6', 'anchor'], ['6', 'ladder'], ['6', 'anchor'], ['6', 'anchor']]","['MATCHING_BIAS', 'MATCHING_BIAS', 'CORRECT', 'MATCHING_BIAS', 'MATCHING_BIAS']","[['anchor', '1', 'ladder', '6'], ['ladder', '6', '1', 'anchor'], ['6', 'ladder', '1', 'anchor'], ['anchor', 'ladder', '6', '1'], ['1', '6', 'anchor', 'ladder']]","[['anchor', '6'], ['6', 'ladder'], ['6', 'ladder'], ['6', 'ladder'], ['6', 'anchor']]","['MATCHING_BIAS', 'CORRECT', 'CORRECT', 'CORRECT', 'MATCHING_BIAS']","[['anchor', '1', 'ladder', '6'], ['ladder', '6', '1', 'anchor'], ['6', 'ladder', '1', 'anchor'], ['anchor', 'ladder', '6', '1'], ['1', '6', 'anchor', 'ladder']]","[['1', '6'], ['6', 'anchor'], ['6', 'anchor'], ['6', 'anchor'], ['1', '6', 'anchor', 'ladder']]","['LOGIC_ERROR', 'MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'ALL_CARDS']","[['anchor', '1', 'ladder', '6'], ['ladder', '6', '1', 'anchor'], ['6', 'ladder', '1', 'anchor'], ['anchor', 'ladder', '6', '1'], ['1', '6', 'anchor', 'ladder']]"
"If the figure is striped, then the border is round.","{'striped': 'P', 'plain': 'not_P', 'round': 'Q', 'sharp': 'not_Q'}","[['striped', 'sharp'], ['striped', 'sharp'], ['striped', 'sharp'], ['striped', 'sharp'], ['striped', 'sharp']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['round', 'plain', 'striped', 'sharp'], ['sharp', 'striped', 'plain', 'round'], ['plain', 'sharp', 'striped', 'round'], ['round', 'plain', 'sharp', 'striped'], ['plain', 'round', 'sharp', 'striped']]","[['striped', 'plain'], ['striped', 'round'], ['striped', 'sharp'], ['striped'], ['striped', 'round']]","['LOGIC_ERROR', 'MATCHING_BIAS', 'CORRECT', 'CONFIRMATION_BIAS', 'MATCHING_BIAS']","[['round', 'plain', 'striped', 'sharp'], ['sharp', 'striped', 'plain', 'round'], ['plain', 'sharp', 'striped', 'round'], ['round', 'plain', 'sharp', 'striped'], ['plain', 'round', 'sharp', 'striped']]","[['striped', 'sharp'], ['striped', 'plain'], ['striped', 'sharp'], ['striped', 'sharp'], ['striped', 'sharp']]","['CORRECT', 'LOGIC_ERROR', 'CORRECT', 'CORRECT', 'CORRECT']","[['round', 'plain', 'striped', 'sharp'], ['sharp', 'striped', 'plain', 'round'], ['plain', 'sharp', 'striped', 'round'], ['round', 'plain', 'sharp', 'striped'], ['plain', 'round', 'sharp', 'striped']]","[['striped', 'round'], ['striped', 'sharp'], ['striped', 'plain'], ['striped', 'round'], ['striped', 'plain']]","['MATCHING_BIAS', 'CORRECT', 'LOGIC_ERROR', 'MATCHING_BIAS', 'LOGIC_ERROR']","[['round', 'plain', 'striped', 'sharp'], ['sharp', 'striped', 'plain', 'round'], ['plain', 'sharp', 'striped', 'round'], ['round', 'plain', 'sharp', 'striped'], ['plain', 'round', 'sharp', 'striped']]","[['striped', 'sharp'], ['striped', 'plain'], ['striped', 'sharp'], ['striped', 'sharp'], ['striped', 'sharp']]","['CORRECT', 'LOGIC_ERROR', 'CORRECT', 'CORRECT', 'CORRECT']","[['round', 'plain', 'striped', 'sharp'], ['sharp', 'striped', 'plain', 'round'], ['plain', 'sharp', 'striped', 'round'], ['round', 'plain', 'sharp', 'striped'], ['plain', 'round', 'sharp', 'striped']]","[['striped', 'sharp'], ['sharp', 'plain'], ['plain', 'sharp'], ['striped', 'plain', 'sharp'], ['striped', 'round', 'sharp']]","['CORRECT', 'LOGIC_ERROR', 'LOGIC_ERROR', 'LOGIC_ERROR', 'OVER_SELECTION']","[['round', 'plain', 'striped', 'sharp'], ['sharp', 'striped', 'plain', 'round'], ['plain', 'sharp', 'striped', 'round'], ['round', 'plain', 'sharp', 'striped'], ['plain', 'round', 'sharp', 'striped']]"
"If the letter is H, then the number is 37.","{'H': 'P', 'Z': 'not_P', '37': 'Q', '12': 'not_Q'}","[['H', '12'], ['12', 'H'], ['H', '12'], ['H', '12'], ['H', '12']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['H', '37', '12', 'Z'], ['37', '12', 'Z', 'H'], ['Z', '37', 'H', '12'], ['37', '12', 'H', 'Z'], ['37', 'Z', 'H', '12']]","[['H', '12'], ['H'], ['H', '12'], ['37', 'H'], ['37', 'H']]","['CORRECT', 'CONFIRMATION_BIAS', 'CORRECT', 'MATCHING_BIAS', 'MATCHING_BIAS']","[['H', '37', '12', 'Z'], ['37', '12', 'Z', 'H'], ['Z', '37', 'H', '12'], ['37', '12', 'H', 'Z'], ['37', 'Z', 'H', '12']]","[['H', '12'], ['H', '12'], ['H', '12'], ['H', '12'], ['H', '12']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['H', '37', '12', 'Z'], ['37', '12', 'Z', 'H'], ['Z', '37', 'H', '12'], ['37', '12', 'H', 'Z'], ['37', 'Z', 'H', '12']]","[['H', '37'], ['H', '37'], ['H', 'Z'], ['H', '37'], ['H', '37']]","['MATCHING_BIAS', 'MATCHING_BIAS', 'LOGIC_ERROR', 'MATCHING_BIAS', 'MATCHING_BIAS']","[['H', '37', '12', 'Z'], ['37', '12', 'Z', 'H'], ['Z', '37', 'H', '12'], ['37', '12', 'H', 'Z'], ['37', 'Z', 'H', '12']]","[['H', '12'], ['37', 'H'], ['H', '12'], ['37', 'H'], ['37', 'H']]","['CORRECT', 'MATCHING_BIAS', 'CORRECT', 'MATCHING_BIAS', 'MATCHING_BIAS']","[['H', '37', '12', 'Z'], ['37', '12', 'Z', 'H'], ['Z', '37', 'H', '12'], ['37', '12', 'H', 'Z'], ['37', 'Z', 'H', '12']]","[['H', '37'], ['H', 'Z'], ['H', '37'], ['H', 'Z'], ['H', '37']]","['MATCHING_BIAS', 'LOGIC_ERROR', 'MATCHING_BIAS', 'LOGIC_ERROR', 'MATCHING_BIAS']","[['H', '37', '12', 'Z'], ['37', '12', 'Z', 'H'], ['Z', '37', 'H', '12'], ['37', '12', 'H', 'Z'], ['37', 'Z', 'H', '12']]"
"If the symbol is crown, then the digit is 9.","{'crown': 'P', 'shield': 'not_P', '9': 'Q', '4': 'not_Q'}","[['crown', '4'], ['crown', '4'], ['crown', '4'], ['4', 'crown'], ['shield', 'crown']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'LOGIC_ERROR']","[['crown', 'shield', '9', '4'], ['shield', 'crown', '9', '4'], ['4', 'shield', 'crown', '9'], ['9', '4', 'shield', 'crown'], ['shield', '4', '9', 'crown']]","[['crown', '9'], ['crown', '9'], ['crown', '9'], ['9', 'shield'], ['crown', '4']]","['MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'LOGIC_ERROR', 'CORRECT']","[['crown', 'shield', '9', '4'], ['shield', 'crown', '9', '4'], ['4', 'shield', 'crown', '9'], ['9', '4', 'shield', 'crown'], ['shield', '4', '9', 'crown']]","[['crown', '4'], ['crown', '4'], ['crown', '4'], ['crown', '4'], ['crown', '4']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['crown', 'shield', '9', '4'], ['shield', 'crown', '9', '4'], ['4', 'shield', 'crown', '9'], ['9', '4', 'shield', 'crown'], ['shield', '4', '9', 'crown']]","[['crown', '4'], ['crown', '9'], ['4', 'shield'], ['9', 'crown'], ['crown', '4']]","['CORRECT', 'MATCHING_BIAS', 'LOGIC_ERROR', 'MATCHING_BIAS', 'CORRECT']","[['crown', 'shield', '9', '4'], ['shield', 'crown', '9', '4'], ['4', 'shield', 'crown', '9'], ['9', '4', 'shield', 'crown'], ['shield', '4', '9', 'crown']]","[['crown', '4'], ['crown', '4'], ['crown', '4'], ['9', 'crown'], ['crown', '4']]","['CORRECT', 'CORRECT', 'CORRECT', 'MATCHING_BIAS', 'CORRECT']","[['crown', 'shield', '9', '4'], ['shield', 'crown', '9', '4'], ['4', 'shield', 'crown', '9'], ['9', '4', 'shield', 'crown'], ['shield', '4', '9', 'crown']]","[['crown', '9'], ['crown', '9'], ['shield', '4'], ['crown'], ['crown']]","['MATCHING_BIAS', 'MATCHING_BIAS', 'LOGIC_ERROR', 'CONFIRMATION_BIAS', 'CONFIRMATION_BIAS']","[['crown', 'shield', '9', '4'], ['shield', 'crown', '9', '4'], ['4', 'shield', 'crown', '9'], ['9', '4', 'shield', 'crown'], ['shield', '4', '9', 'crown']]"
"If the number is 42, then the shape is kite.","{'42': 'P', '17': 'not_P', 'kite': 'Q', 'arrow': 'not_Q'}","[['42', 'arrow'], ['42', 'arrow'], ['arrow', '42'], ['42', 'arrow'], ['17', '42']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'LOGIC_ERROR']","[['42', 'arrow', 'kite', '17'], ['kite', '42', 'arrow', '17'], ['arrow', 'kite', '17', '42'], ['17', '42', 'arrow', 'kite'], ['17', 'kite', 'arrow', '42']]","[['42', 'arrow'], ['42'], ['kite', '17'], ['17', 'arrow'], ['17', '42']]","['CORRECT', 'CONFIRMATION_BIAS', 'LOGIC_ERROR', 'LOGIC_ERROR', 'LOGIC_ERROR']","[['42', 'arrow', 'kite', '17'], ['kite', '42', 'arrow', '17'], ['arrow', 'kite', '17', '42'], ['17', '42', 'arrow', 'kite'], ['17', 'kite', 'arrow', '42']]","[['42', 'arrow'], ['42', 'arrow'], ['kite', '42'], [""'42'"", ""'arrow'""], [""'17'"", ""'42'""]]","['CORRECT', 'CORRECT', 'MATCHING_BIAS', 'NOISE', 'NOISE']","[['42', 'arrow', 'kite', '17'], ['kite', '42', 'arrow', '17'], ['arrow', 'kite', '17', '42'], ['17', '42', 'arrow', 'kite'], ['17', 'kite', 'arrow', '42']]","[['42', 'arrow'], ['42', 'kite'], ['42', 'arrow'], ['42', 'kite'], ['42', 'kite']]","['CORRECT', 'MATCHING_BIAS', 'CORRECT', 'MATCHING_BIAS', 'MATCHING_BIAS']","[['42', 'arrow', 'kite', '17'], ['kite', '42', 'arrow', '17'], ['arrow', 'kite', '17', '42'], ['17', '42', 'arrow', 'kite'], ['17', 'kite', 'arrow', '42']]","[['42', 'kite'], ['42', '17'], ['42', 'arrow'], ['42', 'arrow'], ['42', 'arrow']]","['MATCHING_BIAS', 'LOGIC_ERROR', 'CORRECT', 'CORRECT', 'CORRECT']","[['42', 'arrow', 'kite', '17'], ['kite', '42', 'arrow', '17'], ['arrow', 'kite', '17', '42'], ['17', '42', 'arrow', 'kite'], ['17', 'kite', 'arrow', '42']]","[['42', 'kite'], ['42', 'kite'], ['17', '42'], ['17', 'arrow', 'kite'], ['17', 'arrow']]","['MATCHING_BIAS', 'MATCHING_BIAS', 'LOGIC_ERROR', 'LOGIC_ERROR', 'LOGIC_ERROR']","[['42', 'arrow', 'kite', '17'], ['kite', '42', 'arrow', '17'], ['arrow', 'kite', '17', '42'], ['17', '42', 'arrow', 'kite'], ['17', 'kite', 'arrow', '42']]"
