Rule Text,JSON Mapping,claude-sonnet-4.6_responses,claude-sonnet-4.6_categories,claude-sonnet-4.6_card_orders,grok-4.1-fast_responses,grok-4.1-fast_categories,grok-4.1-fast_card_orders,gpt-5.2_responses,gpt-5.2_categories,gpt-5.2_card_orders
"If the letter is O, then the number is 10.","{'O': 'P', 'D': 'not_P', '10': 'Q', '13': 'not_Q'}","[['O', '13'], ['O', '13'], ['O', '13'], ['13', 'O'], ['O', '13']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['O', 'D', '13', '10'], ['O', '13', '10', 'D'], ['O', '10', 'D', '13'], ['10', 'D', '13', 'O'], ['O', 'D', '10', '13']]","[['O', '13'], ['O', '13'], ['O', 'D'], ['O', 'D'], ['O', '13']]","['CORRECT', 'CORRECT', 'LOGIC_ERROR', 'LOGIC_ERROR', 'CORRECT']","[['O', 'D', '13', '10'], ['O', '13', '10', 'D'], ['O', '10', 'D', '13'], ['10', 'D', '13', 'O'], ['O', 'D', '10', '13']]","[['O', '13'], ['O', '13'], ['O', '13'], ['10', 'O'], ['O', '13']]","['CORRECT', 'CORRECT', 'CORRECT', 'MATCHING_BIAS', 'CORRECT']","[['O', 'D', '13', '10'], ['O', '13', '10', 'D'], ['O', '10', 'D', '13'], ['10', 'D', '13', 'O'], ['O', 'D', '10', '13']]"
"If the card is vertical, then the digit is 5.","{'vertical': 'P', 'horizontal': 'not_P', '5': 'Q', '2': 'not_Q'}","[['vertical', '2'], ['vertical', '2'], ['2', 'vertical'], ['2', 'vertical'], ['2', 'vertical']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['vertical', '2', 'horizontal', '5'], ['vertical', '2', '5', 'horizontal'], ['2', '5', 'vertical', 'horizontal'], ['2', 'horizontal', '5', 'vertical'], ['2', 'vertical', 'horizontal', '5']]","[['vertical', '5'], ['vertical', '2'], ['5', 'vertical'], ['2', 'vertical'], ['2', 'vertical', '5']]","['MATCHING_BIAS', 'CORRECT', 'MATCHING_BIAS', 'CORRECT', 'OVER_SELECTION']","[['vertical', '2', 'horizontal', '5'], ['vertical', '2', '5', 'horizontal'], ['2', '5', 'vertical', 'horizontal'], ['2', 'horizontal', '5', 'vertical'], ['2', 'vertical', 'horizontal', '5']]","[['vertical', '2'], ['vertical', '2'], ['2', 'horizontal'], ['2', 'vertical'], ['2', 'vertical']]","['CORRECT', 'CORRECT', 'LOGIC_ERROR', 'CORRECT', 'CORRECT']","[['vertical', '2', 'horizontal', '5'], ['vertical', '2', '5', 'horizontal'], ['2', '5', 'vertical', 'horizontal'], ['2', 'horizontal', '5', 'vertical'], ['2', 'vertical', 'horizontal', '5']]"
"If the symbol is heart, then the number is 4.","{'heart': 'P', 'spade': 'not_P', '4': 'Q', '7': 'not_Q'}","[['7', 'heart'], ['7', 'heart'], ['heart', '7'], ['heart', '7'], ['7', 'heart']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['spade', '7', '4', 'heart'], ['4', 'spade', '7', 'heart'], ['4', 'heart', 'spade', '7'], ['heart', '4', 'spade', '7'], ['7', 'heart', '4', 'spade']]","[['4', 'heart'], ['4', 'heart'], ['4', 'heart'], ['heart', '7'], ['heart', '4']]","['MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'CORRECT', 'MATCHING_BIAS']","[['spade', '7', '4', 'heart'], ['4', 'spade', '7', 'heart'], ['4', 'heart', 'spade', '7'], ['heart', '4', 'spade', '7'], ['7', 'heart', '4', 'spade']]","[['heart', '7'], ['heart', '7'], ['heart', '7'], ['heart', '7'], ['heart', '7']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['spade', '7', '4', 'heart'], ['4', 'spade', '7', 'heart'], ['4', 'heart', 'spade', '7'], ['heart', '4', 'spade', '7'], ['7', 'heart', '4', 'spade']]"
"If the figure is dotted, then the shape is oval.","{'dotted': 'P', 'striped': 'not_P', 'oval': 'Q', 'rhombus': 'not_Q'}","[['dotted', 'rhombus'], ['dotted', 'rhombus'], ['dotted', 'rhombus'], ['dotted', 'rhombus'], ['dotted', 'rhombus']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['rhombus', 'striped', 'dotted', 'oval'], ['oval', 'rhombus', 'striped', 'dotted'], ['dotted', 'rhombus', 'striped', 'oval'], ['rhombus', 'oval', 'striped', 'dotted'], ['rhombus', 'oval', 'dotted', 'striped']]","[['dotted', 'rhombus'], ['oval', 'rhombus'], ['dotted', 'rhombus'], ['dotted', 'rhombus'], ['dotted', 'rhombus']]","['CORRECT', 'NOISE', 'CORRECT', 'CORRECT', 'CORRECT']","[['rhombus', 'striped', 'dotted', 'oval'], ['oval', 'rhombus', 'striped', 'dotted'], ['dotted', 'rhombus', 'striped', 'oval'], ['rhombus', 'oval', 'striped', 'dotted'], ['rhombus', 'oval', 'dotted', 'striped']]","[['dotted', 'rhombus'], ['dotted', 'rhombus'], ['dotted', 'rhombus'], ['dotted', 'rhombus'], ['dotted', 'rhombus']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['rhombus', 'striped', 'dotted', 'oval'], ['oval', 'rhombus', 'striped', 'dotted'], ['dotted', 'rhombus', 'striped', 'oval'], ['rhombus', 'oval', 'striped', 'dotted'], ['rhombus', 'oval', 'dotted', 'striped']]"
"If the card has a frame, then the center is empty.","{'framed': 'P', 'unframed': 'not_P', 'empty_center': 'Q', 'filled_center': 'not_Q'}","[['framed', 'filled_center'], ['framed', 'filled_center'], ['framed', 'filled_center'], ['filled_center', 'framed'], ['framed', 'filled_center']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['unframed', 'framed', 'filled_center', 'empty_center'], ['unframed', 'framed', 'empty_center', 'filled_center'], ['unframed', 'empty_center', 'filled_center', 'framed'], ['filled_center', 'unframed', 'empty_center', 'framed'], ['framed', 'unframed', 'empty_center', 'filled_center']]","[['framed', 'filled_center'], ['framed', 'empty_center'], ['framed', 'filled_center'], ['filled_center', 'framed'], ['framed', 'filled_center']]","['CORRECT', 'MATCHING_BIAS', 'CORRECT', 'CORRECT', 'CORRECT']","[['unframed', 'framed', 'filled_center', 'empty_center'], ['unframed', 'framed', 'empty_center', 'filled_center'], ['unframed', 'empty_center', 'filled_center', 'framed'], ['filled_center', 'unframed', 'empty_center', 'framed'], ['framed', 'unframed', 'empty_center', 'filled_center']]","[['framed', 'filled_center'], ['framed', 'filled_center'], ['framed', 'filled_center'], ['filled_center', 'framed'], ['framed', 'filled_center']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['unframed', 'framed', 'filled_center', 'empty_center'], ['unframed', 'framed', 'empty_center', 'filled_center'], ['unframed', 'empty_center', 'filled_center', 'framed'], ['filled_center', 'unframed', 'empty_center', 'framed'], ['framed', 'unframed', 'empty_center', 'filled_center']]"
"If the letter is U, then the digit is 2.","{'U': 'P', 'H': 'not_P', '2': 'Q', '9': 'not_Q'}","[['U', '9'], ['9', 'U'], ['9', 'U'], ['U', '9'], ['U', '9']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['U', '2', '9', 'H'], ['9', '2', 'H', 'U'], ['9', 'H', '2', 'U'], ['U', 'H', '2', '9'], ['H', '9', 'U', '2']]","[['U', '9'], ['U', '2'], ['U', '2'], ['U', '9'], ['U', '9']]","['CORRECT', 'MATCHING_BIAS', 'MATCHING_BIAS', 'CORRECT', 'CORRECT']","[['U', '2', '9', 'H'], ['9', '2', 'H', 'U'], ['9', 'H', '2', 'U'], ['U', 'H', '2', '9'], ['H', '9', 'U', '2']]","[['U', '9'], ['9', 'U'], ['U', '9'], ['U', '9'], ['U', '9']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['U', '2', '9', 'H'], ['9', '2', 'H', 'U'], ['9', 'H', '2', 'U'], ['U', 'H', '2', '9'], ['H', '9', 'U', '2']]"
"If the letter is P, then the digit is 3.","{'P': 'P', 'G': 'not_P', '3': 'Q', '8': 'not_Q'}","[['P', '8'], ['P', '8'], ['8', 'P'], ['P', '8'], ['P', '8']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['8', '3', 'G', 'P'], ['G', '8', 'P', '3'], ['3', 'G', '8', 'P'], ['P', 'G', '3', '8'], ['G', '3', 'P', '8']]","[['P', '3'], ['P', '8'], ['P', 'G'], ['P', '8'], ['P', '8']]","['MATCHING_BIAS', 'CORRECT', 'LOGIC_ERROR', 'CORRECT', 'CORRECT']","[['8', '3', 'G', 'P'], ['G', '8', 'P', '3'], ['3', 'G', '8', 'P'], ['P', 'G', '3', '8'], ['G', '3', 'P', '8']]","[['3', 'P'], ['P', '8'], ['8', 'P'], ['P', '8'], ['P', '8']]","['MATCHING_BIAS', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['8', '3', 'G', 'P'], ['G', '8', 'P', '3'], ['3', 'G', '8', 'P'], ['P', 'G', '3', '8'], ['G', '3', 'P', '8']]"
"If the card has a cross, then the number is 12.","{'cross': 'P', 'check': 'not_P', '12': 'Q', '7': 'not_Q'}","[['7', 'cross'], ['check', '7', 'cross'], ['cross', '7'], ['cross', '7'], ['cross', '7']]","['CORRECT', 'LOGIC_ERROR', 'CORRECT', 'CORRECT', 'CORRECT']","[['7', '12', 'cross', 'check'], ['check', '7', '12', 'cross'], ['12', 'check', 'cross', '7'], ['cross', '7', 'check', '12'], ['12', 'cross', 'check', '7']]","[['12', 'cross'], ['12', 'cross'], [""'12'"", ""'cross'""], ['cross', '7'], ['12', 'cross']]","['MATCHING_BIAS', 'MATCHING_BIAS', 'NOISE', 'CORRECT', 'MATCHING_BIAS']","[['7', '12', 'cross', 'check'], ['check', '7', '12', 'cross'], ['12', 'check', 'cross', '7'], ['cross', '7', 'check', '12'], ['12', 'cross', 'check', '7']]","[['7', 'cross'], ['cross', '7'], ['cross', '7'], ['cross', '7'], ['cross', '7']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['7', '12', 'cross', 'check'], ['check', '7', '12', 'cross'], ['12', 'check', 'cross', '7'], ['cross', '7', 'check', '12'], ['12', 'cross', 'check', '7']]"
"If the shape is symmetric, then the color is cyan.","{'symmetric': 'P', 'asymmetric': 'not_P', 'cyan': 'Q', 'magenta': 'not_Q'}","[['symmetric', 'magenta'], ['symmetric', 'magenta'], ['symmetric', 'magenta'], ['symmetric', 'magenta'], ['symmetric', 'magenta']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['asymmetric', 'symmetric', 'magenta', 'cyan'], ['asymmetric', 'symmetric', 'cyan', 'magenta'], ['asymmetric', 'magenta', 'symmetric', 'cyan'], ['magenta', 'asymmetric', 'symmetric', 'cyan'], ['cyan', 'symmetric', 'magenta', 'asymmetric']]","[['asymmetric', 'symmetric'], ['symmetric', 'magenta'], ['symmetric', 'magenta'], ['symmetric', 'magenta'], ['cyan', 'asymmetric']]","['LOGIC_ERROR', 'CORRECT', 'CORRECT', 'CORRECT', 'LOGIC_ERROR']","[['asymmetric', 'symmetric', 'magenta', 'cyan'], ['asymmetric', 'symmetric', 'cyan', 'magenta'], ['asymmetric', 'magenta', 'symmetric', 'cyan'], ['magenta', 'asymmetric', 'symmetric', 'cyan'], ['cyan', 'symmetric', 'magenta', 'asymmetric']]","[['symmetric', 'magenta'], ['symmetric', 'magenta'], ['symmetric', 'magenta'], ['symmetric', 'magenta'], ['symmetric', 'magenta']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['asymmetric', 'symmetric', 'magenta', 'cyan'], ['asymmetric', 'symmetric', 'cyan', 'magenta'], ['asymmetric', 'magenta', 'symmetric', 'cyan'], ['magenta', 'asymmetric', 'symmetric', 'cyan'], ['cyan', 'symmetric', 'magenta', 'asymmetric']]"
"If the digit is 4, then the symbol is moon.","{'4': 'P', '9': 'not_P', 'moon': 'Q', 'sun': 'not_Q'}","[['moon', '4'], ['4', 'sun'], ['4', 'sun'], ['4', 'sun'], ['4', 'sun']]","['MATCHING_BIAS', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['moon', 'sun', '4', '9'], ['9', '4', 'sun', 'moon'], ['4', '9', 'sun', 'moon'], ['9', 'sun', '4', 'moon'], ['4', 'moon', '9', 'sun']]","[['4', 'sun'], ['4', 'sun'], ['4', 'moon'], ['4', 'sun'], ['4', 'sun']]","['CORRECT', 'CORRECT', 'MATCHING_BIAS', 'CORRECT', 'CORRECT']","[['moon', 'sun', '4', '9'], ['9', '4', 'sun', 'moon'], ['4', '9', 'sun', 'moon'], ['9', 'sun', '4', 'moon'], ['4', 'moon', '9', 'sun']]","[['moon', 'sun', '9'], ['4', 'sun'], ['4', 'sun'], ['4', 'sun'], ['4', 'sun']]","['LOGIC_ERROR', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['moon', 'sun', '4', '9'], ['9', '4', 'sun', 'moon'], ['4', '9', 'sun', 'moon'], ['9', 'sun', '4', 'moon'], ['4', 'moon', '9', 'sun']]"
"If the figure is outlined, then the number is 15.","{'outlined': 'P', 'filled': 'not_P', '15': 'Q', '11': 'not_Q'}","[['11', 'outlined'], ['outlined', '11'], ['outlined', '11'], ['11', 'outlined'], ['outlined', '11']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['15', 'outlined', '11', 'filled'], ['filled', 'outlined', '11', '15'], ['outlined', 'filled', '11', '15'], ['11', 'outlined', '15', 'filled'], ['15', 'filled', 'outlined', '11']]","[[""'15'"", ""'filled'""], ['outlined', '11'], ['outlined', '11'], [""'11'"", ""'outlined'""], [""'15'"", ""'outlined'""]]","['NOISE', 'CORRECT', 'CORRECT', 'NOISE', 'NOISE']","[['15', 'outlined', '11', 'filled'], ['filled', 'outlined', '11', '15'], ['outlined', 'filled', '11', '15'], ['11', 'outlined', '15', 'filled'], ['15', 'filled', 'outlined', '11']]","[['outlined', '11'], ['outlined', '11'], ['outlined', '11'], ['outlined', '11'], ['outlined', '11']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['15', 'outlined', '11', 'filled'], ['filled', 'outlined', '11', '15'], ['outlined', 'filled', '11', '15'], ['11', 'outlined', '15', 'filled'], ['15', 'filled', 'outlined', '11']]"
"If the letter is R, then the color is violet.","{'R': 'P', 'S': 'not_P', 'violet': 'Q', 'teal': 'not_Q'}","[['R', 'teal'], ['R', 'teal'], ['R', 'teal'], ['teal', 'R'], ['teal', 'R']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['teal', 'R', 'S', 'violet'], ['S', 'R', 'teal', 'violet'], ['violet', 'R', 'teal', 'S'], ['violet', 'S', 'teal', 'R'], ['S', 'violet', 'teal', 'R']]","[['R', 'violet'], ['R', 'teal'], ['violet', 'S'], ['violet', 'R'], ['R', 'S']]","['MATCHING_BIAS', 'CORRECT', 'LOGIC_ERROR', 'MATCHING_BIAS', 'LOGIC_ERROR']","[['teal', 'R', 'S', 'violet'], ['S', 'R', 'teal', 'violet'], ['violet', 'R', 'teal', 'S'], ['violet', 'S', 'teal', 'R'], ['S', 'violet', 'teal', 'R']]","[['R', 'teal'], ['R', 'teal'], ['R', 'teal'], ['R', 'teal'], ['R', 'teal']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['teal', 'R', 'S', 'violet'], ['S', 'R', 'teal', 'violet'], ['violet', 'R', 'teal', 'S'], ['violet', 'S', 'teal', 'R'], ['S', 'violet', 'teal', 'R']]"
"If the card has a wavy border, then the digit is 7.","{'wavy': 'P', 'straight': 'not_P', '7': 'Q', '4': 'not_Q'}","[['7', 'wavy', '4'], ['4', 'wavy'], ['wavy', '4'], ['wavy', '4'], ['wavy', '4']]","['OVER_SELECTION', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['7', 'wavy', 'straight', '4'], ['4', '7', 'straight', 'wavy'], ['wavy', '7', '4', 'straight'], ['straight', '7', '4', 'wavy'], ['wavy', '7', 'straight', '4']]","[[""'7'"", ""'wavy'"", ""'4'""], ['7', 'wavy'], ['wavy', '4'], ['wavy', '4'], ['wavy', '4']]","['NOISE', 'MATCHING_BIAS', 'CORRECT', 'CORRECT', 'CORRECT']","[['7', 'wavy', 'straight', '4'], ['4', '7', 'straight', 'wavy'], ['wavy', '7', '4', 'straight'], ['straight', '7', '4', 'wavy'], ['wavy', '7', 'straight', '4']]","[['wavy', '4'], ['wavy', '4'], ['wavy', '4'], ['straight', '4'], ['wavy', '4']]","['CORRECT', 'CORRECT', 'CORRECT', 'LOGIC_ERROR', 'CORRECT']","[['7', 'wavy', 'straight', '4'], ['4', '7', 'straight', 'wavy'], ['wavy', '7', '4', 'straight'], ['straight', '7', '4', 'wavy'], ['wavy', '7', 'straight', '4']]"
"If the number is 16, then the shape is parallelogram.","{'16': 'P', '11': 'not_P', 'parallelogram': 'Q', 'trapezoid': 'not_Q'}","[['16', 'trapezoid'], ['parallelogram', '16'], ['16', 'trapezoid'], ['16', 'trapezoid'], ['16', 'trapezoid']]","['CORRECT', 'MATCHING_BIAS', 'CORRECT', 'CORRECT', 'CORRECT']","[['parallelogram', 'trapezoid', '16', '11'], ['trapezoid', 'parallelogram', '16', '11'], ['trapezoid', '16', 'parallelogram', '11'], ['16', 'trapezoid', '11', 'parallelogram'], ['parallelogram', 'trapezoid', '11', '16']]","[['16', 'parallelogram'], ['16', 'trapezoid'], ['16', 'parallelogram'], ['16', 'trapezoid'], ['16', 'parallelogram']]","['MATCHING_BIAS', 'CORRECT', 'MATCHING_BIAS', 'CORRECT', 'MATCHING_BIAS']","[['parallelogram', 'trapezoid', '16', '11'], ['trapezoid', 'parallelogram', '16', '11'], ['trapezoid', '16', 'parallelogram', '11'], ['16', 'trapezoid', '11', 'parallelogram'], ['parallelogram', 'trapezoid', '11', '16']]","[['16', 'trapezoid'], ['trapezoid', '16'], ['16', 'trapezoid'], ['16', 'trapezoid'], ['16', 'trapezoid']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['parallelogram', 'trapezoid', '16', '11'], ['trapezoid', 'parallelogram', '16', '11'], ['trapezoid', '16', 'parallelogram', '11'], ['16', 'trapezoid', '11', 'parallelogram'], ['parallelogram', 'trapezoid', '11', '16']]"
"If the symbol is flag, then the letter is C.","{'flag': 'P', 'anchor': 'not_P', 'C': 'Q', 'J': 'not_Q'}","[['flag', 'J'], ['J', 'flag'], ['flag', 'J'], ['J', 'flag'], ['flag', 'C']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'MATCHING_BIAS']","[['flag', 'anchor', 'C', 'J'], ['C', 'anchor', 'J', 'flag'], ['J', 'anchor', 'flag', 'C'], ['J', 'C', 'flag', 'anchor'], ['C', 'anchor', 'flag', 'J']]","[['flag', 'C'], ['C', 'flag'], ['flag', 'C'], ['C', 'flag'], ['C', 'flag']]","['MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS']","[['flag', 'anchor', 'C', 'J'], ['C', 'anchor', 'J', 'flag'], ['J', 'anchor', 'flag', 'C'], ['J', 'C', 'flag', 'anchor'], ['C', 'anchor', 'flag', 'J']]","[['flag', 'J'], ['C', 'flag'], ['flag', 'J'], ['flag', 'J'], ['flag', 'J']]","['CORRECT', 'MATCHING_BIAS', 'CORRECT', 'CORRECT', 'CORRECT']","[['flag', 'anchor', 'C', 'J'], ['C', 'anchor', 'J', 'flag'], ['J', 'anchor', 'flag', 'C'], ['J', 'C', 'flag', 'anchor'], ['C', 'anchor', 'flag', 'J']]"
"If the pattern is checkerboard, then the number is 64.","{'checkerboard': 'P', 'striped': 'not_P', '64': 'Q', '32': 'not_Q'}","[['checkerboard', '32'], ['64', 'checkerboard'], ['32', 'checkerboard'], ['checkerboard', '32'], ['checkerboard', '32']]","['CORRECT', 'MATCHING_BIAS', 'CORRECT', 'CORRECT', 'CORRECT']","[['striped', '32', 'checkerboard', '64'], ['striped', '64', '32', 'checkerboard'], ['32', 'striped', '64', 'checkerboard'], ['32', 'striped', 'checkerboard', '64'], ['striped', 'checkerboard', '64', '32']]","[['checkerboard', '32'], ['checkerboard', '64'], ['checkerboard', '32'], ['checkerboard', '64'], ['checkerboard', '64']]","['CORRECT', 'MATCHING_BIAS', 'CORRECT', 'MATCHING_BIAS', 'MATCHING_BIAS']","[['striped', '32', 'checkerboard', '64'], ['striped', '64', '32', 'checkerboard'], ['32', 'striped', '64', 'checkerboard'], ['32', 'striped', 'checkerboard', '64'], ['striped', 'checkerboard', '64', '32']]","[['checkerboard', '32'], ['checkerboard', '32'], ['checkerboard', '32'], ['checkerboard', '32'], ['checkerboard', '32']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['striped', '32', 'checkerboard', '64'], ['striped', '64', '32', 'checkerboard'], ['32', 'striped', '64', 'checkerboard'], ['32', 'striped', 'checkerboard', '64'], ['striped', 'checkerboard', '64', '32']]"
"If the shape is spiral, then the color is maroon.","{'spiral': 'P', 'zigzag': 'not_P', 'maroon': 'Q', 'lime': 'not_Q'}","[['spiral', 'lime'], ['maroon', 'spiral'], ['spiral', 'lime'], ['spiral', 'lime'], ['spiral', 'lime']]","['CORRECT', 'MATCHING_BIAS', 'CORRECT', 'CORRECT', 'CORRECT']","[['zigzag', 'lime', 'spiral', 'maroon'], ['lime', 'zigzag', 'maroon', 'spiral'], ['maroon', 'spiral', 'lime', 'zigzag'], ['spiral', 'zigzag', 'maroon', 'lime'], ['zigzag', 'maroon', 'lime', 'spiral']]","[['spiral', 'lime'], ['spiral', 'zigzag'], ['maroon', 'spiral'], ['spiral', 'lime'], ['spiral', 'lime']]","['CORRECT', 'LOGIC_ERROR', 'MATCHING_BIAS', 'CORRECT', 'CORRECT']","[['zigzag', 'lime', 'spiral', 'maroon'], ['lime', 'zigzag', 'maroon', 'spiral'], ['maroon', 'spiral', 'lime', 'zigzag'], ['spiral', 'zigzag', 'maroon', 'lime'], ['zigzag', 'maroon', 'lime', 'spiral']]","[['spiral', 'lime'], ['spiral', 'lime'], ['maroon', 'spiral', 'lime'], ['spiral', 'lime'], ['spiral', 'lime']]","['CORRECT', 'CORRECT', 'OVER_SELECTION', 'CORRECT', 'CORRECT']","[['zigzag', 'lime', 'spiral', 'maroon'], ['lime', 'zigzag', 'maroon', 'spiral'], ['maroon', 'spiral', 'lime', 'zigzag'], ['spiral', 'zigzag', 'maroon', 'lime'], ['zigzag', 'maroon', 'lime', 'spiral']]"
"If the card has a star, then the number is 5.","{'star': 'P', 'moon': 'not_P', '5': 'Q', '8': 'not_Q'}","[['8', 'star'], ['star', '8'], ['star', '8'], ['star', '8'], ['5', 'star', '8']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'OVER_SELECTION']","[['8', '5', 'moon', 'star'], ['moon', '8', 'star', '5'], ['moon', 'star', '8', '5'], ['star', 'moon', '8', '5'], ['5', 'star', '8', 'moon']]","[['star', '8'], ['star', '5'], ['star', '5'], ['star', '5'], ['5', 'star']]","['CORRECT', 'MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS']","[['8', '5', 'moon', 'star'], ['moon', '8', 'star', '5'], ['moon', 'star', '8', '5'], ['star', 'moon', '8', '5'], ['5', 'star', '8', 'moon']]","[['8', 'star'], ['star', '8'], ['star', '8'], ['star', '8'], ['star', '8']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['8', '5', 'moon', 'star'], ['moon', '8', 'star', '5'], ['moon', 'star', '8', '5'], ['star', 'moon', '8', '5'], ['5', 'star', '8', 'moon']]"
"If the digit is 2, then the letter is J.","{'2': 'P', '7': 'not_P', 'J': 'Q', 'X': 'not_Q'}","[['2', 'J'], ['2', 'X'], ['J', '2'], ['2', 'J'], ['J', '2']]","['MATCHING_BIAS', 'CORRECT', 'MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS']","[['2', 'X', '7', 'J'], ['7', 'J', '2', 'X'], ['7', 'J', 'X', '2'], ['2', 'X', 'J', '7'], ['X', '7', 'J', '2']]","[['2', 'J'], ['2', 'J'], ['2', 'J'], ['2', 'J'], ['2', 'J']]","['MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS']","[['2', 'X', '7', 'J'], ['7', 'J', '2', 'X'], ['7', 'J', 'X', '2'], ['2', 'X', 'J', '7'], ['X', '7', 'J', '2']]","[['2', 'X'], ['2', 'X'], ['2', 'X'], ['2', 'X'], ['2', 'X']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['2', 'X', '7', 'J'], ['7', 'J', '2', 'X'], ['7', 'J', 'X', '2'], ['2', 'X', 'J', '7'], ['X', '7', 'J', '2']]"
"If the figure is transparent, then the border is double.","{'transparent': 'P', 'opaque': 'not_P', 'double': 'Q', 'single': 'not_Q'}","[['single', 'transparent'], ['transparent', 'single'], ['transparent', 'single'], ['transparent', 'single'], [""'transparent'"", ""'single'""]]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'NOISE']","[['single', 'opaque', 'double', 'transparent'], ['transparent', 'double', 'single', 'opaque'], ['opaque', 'double', 'transparent', 'single'], ['double', 'transparent', 'single', 'opaque'], ['double', 'single', 'opaque', 'transparent']]","[['transparent', 'single'], ['transparent', 'single'], ['transparent', 'double'], ['transparent', 'double'], ['transparent', 'double']]","['CORRECT', 'CORRECT', 'MATCHING_BIAS', 'MATCHING_BIAS', 'MATCHING_BIAS']","[['single', 'opaque', 'double', 'transparent'], ['transparent', 'double', 'single', 'opaque'], ['opaque', 'double', 'transparent', 'single'], ['double', 'transparent', 'single', 'opaque'], ['double', 'single', 'opaque', 'transparent']]","[['transparent', 'single'], ['transparent', 'single'], ['transparent', 'single'], ['transparent', 'single'], ['transparent', 'single']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['single', 'opaque', 'double', 'transparent'], ['transparent', 'double', 'single', 'opaque'], ['opaque', 'double', 'transparent', 'single'], ['double', 'transparent', 'single', 'opaque'], ['double', 'single', 'opaque', 'transparent']]"
"If the letter is N, then the number is 14.","{'N': 'P', 'V': 'not_P', '14': 'Q', '9': 'not_Q'}","[['N', '9'], ['9', 'N'], ['N', '9'], ['N', '9'], ['N', '9']]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['9', 'N', '14', 'V'], ['14', '9', 'V', 'N'], ['V', '14', 'N', '9'], ['V', 'N', '9', '14'], ['N', '9', 'V', '14']]","[['N', '14'], ['N', '9'], ['N', '9'], ['N', '9'], ['N', '9']]","['MATCHING_BIAS', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']","[['9', 'N', '14', 'V'], ['14', '9', 'V', 'N'], ['V', '14', 'N', '9'], ['V', 'N', '9', '14'], ['N', '9', 'V', '14']]","[['N', '9'], ['14', 'V', '9'], ['N', '9'], ['N', '9'], ['N', '9']]","['CORRECT', 'LOGIC_ERROR', 'CORRECT', 'CORRECT', 'CORRECT']","[['9', 'N', '14', 'V'], ['14', '9', 'V', 'N'], ['V', '14', 'N', '9'], ['V', 'N', '9', '14'], ['N', '9', 'V', '14']]"
